study	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_unit	y_measurement_type	y_tissue	y_method	y_label	y	y_unit	comments
Frost2021a	healthy	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_healthy	0.00012097357997823721	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_healthy	0.84696	IU/ml	
Frost2021a	healthy	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_healthy	0.00011282840043525571	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_healthy	0.88889	IU/ml	
Frost2021a	healthy	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_healthy	0.0001082443960826986	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_healthy	0.93082	IU/ml	
Frost2021a	healthy	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_healthy	9.963101196953212e-05	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_healthy	0.65409	IU/ml	
Frost2021a	healthy	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_healthy	9.453825897714909e-05	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_healthy	0.69602	IU/ml	
Frost2021a	healthy	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_healthy	6.962811751904244e-05	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_healthy	0.55346	IU/ml	
Frost2021a	healthy	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_healthy	6.759954298150164e-05	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_healthy	0.50314	IU/ml	
Frost2021a	healthy	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_healthy	5.692132752992383e-05	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_healthy	0.46122	IU/ml	
Frost2021a	healthy	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_healthy	4.370900979325354e-05	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_healthy	0.34382	IU/ml	
Frost2021a	healthy	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_healthy	3.6591991294885745e-05	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_healthy	0.30189	IU/ml	
Frost2021a	healthy	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_healthy	3.099584330794342e-05	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_healthy	0.30189	IU/ml	
Frost2021a	healthy	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_healthy	2.6423569096844395e-05	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_healthy	0.25157	IU/ml	
Frost2021a	healthy	1.0	API5	NR	NR	concentration	apixaban	plasma	HPLC MS/MS	apixaban_vs_xa_healthy	1.5237693144722524e-05	mole/meter^3	Anti-factor Xa activity	plasma	coagulation assay	xa_vs_apixaban_healthy	0.20126	IU/ml	
